date,Generic_Drug,daily_dispenses,daily_cost_volume,daily_cdsco_alerts,in_shortage,demand_lag_7d,demand_lag_30d,demand_rolling_avg_14d,alert_count_last_30d,day_of_week,month
2019-06-03,Ciprofloxacin,15.0,187.5,0.0,0,14.0,11.0,12.428571428571429,0.0,0,6
2019-06-04,Ciprofloxacin,14.0,175.0,0.0,0,14.0,9.0,12.214285714285714,0.0,1,6
2019-06-05,Ciprofloxacin,10.0,125.0,0.0,0,14.0,17.0,11.857142857142858,0.0,2,6
2019-06-06,Ciprofloxacin,10.0,125.0,0.0,0,6.0,14.0,11.571428571428571,0.0,3,6
2019-06-07,Ciprofloxacin,7.0,87.5,0.0,0,13.0,17.0,11.714285714285714,0.0,4,6
2019-06-08,Ciprofloxacin,11.0,137.5,0.0,0,12.0,16.0,11.642857142857142,0.0,5,6
2019-06-09,Ciprofloxacin,11.0,137.5,0.0,0,11.0,14.0,11.357142857142858,0.0,6,6
2019-06-10,Ciprofloxacin,13.0,162.5,0.0,0,15.0,21.0,11.571428571428571,0.0,0,6
2019-06-11,Ciprofloxacin,10.0,125.0,0.0,0,14.0,10.0,11.5,0.0,1,6
2019-06-12,Ciprofloxacin,8.0,100.0,0.0,0,10.0,14.0,11.214285714285714,0.0,2,6
2019-06-13,Ciprofloxacin,16.0,200.0,0.0,0,10.0,6.0,10.785714285714286,0.0,3,6
2019-06-14,Ciprofloxacin,11.0,137.5,0.0,0,7.0,10.0,11.5,0.0,4,6
2019-06-15,Ciprofloxacin,6.0,75.0,0.0,0,11.0,8.0,11.357142857142858,0.0,5,6
2019-06-16,Ciprofloxacin,7.0,87.5,0.0,0,11.0,9.0,10.928571428571429,0.0,6,6
2019-06-17,Ciprofloxacin,6.0,75.0,0.0,0,13.0,15.0,10.642857142857142,0.0,0,6
2019-06-18,Ciprofloxacin,10.0,125.0,0.0,0,10.0,8.0,10.0,0.0,1,6
2019-06-19,Ciprofloxacin,9.0,112.5,0.0,0,8.0,18.0,9.714285714285714,0.0,2,6
2019-06-20,Ciprofloxacin,15.0,187.5,0.0,0,16.0,19.0,9.642857142857142,0.0,3,6
2019-06-21,Ciprofloxacin,8.0,100.0,0.0,0,11.0,14.0,10.0,0.0,4,6
2019-06-22,Ciprofloxacin,8.0,100.0,0.0,0,6.0,8.0,10.071428571428571,0.0,5,6
2019-06-23,Ciprofloxacin,9.0,112.5,0.0,0,7.0,8.0,9.857142857142858,0.0,6,6
2019-06-24,Ciprofloxacin,11.0,137.5,0.0,0,6.0,15.0,9.714285714285714,0.0,0,6
2019-06-25,Ciprofloxacin,19.0,237.5,0.0,0,10.0,8.0,9.571428571428571,0.0,1,6
2019-06-26,Ciprofloxacin,12.0,150.0,0.0,0,9.0,14.0,10.214285714285714,0.0,2,6
2019-06-27,Ciprofloxacin,11.0,137.5,0.0,0,15.0,14.0,10.5,0.0,3,6
2019-06-28,Ciprofloxacin,9.0,112.5,0.0,0,8.0,14.0,10.142857142857142,0.0,4,6
2019-06-29,Ciprofloxacin,9.0,112.5,0.0,0,8.0,6.0,10.0,0.0,5,6
2019-06-30,Ciprofloxacin,10.0,125.0,0.0,0,9.0,13.0,10.214285714285714,0.0,6,6
2019-07-01,Ciprofloxacin,11.0,137.5,0.0,0,11.0,12.0,10.428571428571429,0.0,0,7
2019-07-02,Ciprofloxacin,10.0,125.0,0.0,0,19.0,11.0,10.785714285714286,0.0,1,7
2019-07-03,Ciprofloxacin,8.0,100.0,0.0,0,12.0,15.0,10.785714285714286,0.0,2,7
2019-07-04,Ciprofloxacin,11.0,137.5,0.0,0,11.0,14.0,10.714285714285714,0.0,3,7
2019-07-05,Ciprofloxacin,11.0,137.5,0.0,0,9.0,10.0,10.428571428571429,0.0,4,7
2019-07-06,Ciprofloxacin,4.0,50.0,0.0,0,9.0,10.0,10.642857142857142,0.0,5,7
2019-07-07,Ciprofloxacin,11.0,137.5,0.0,0,10.0,7.0,10.357142857142858,0.0,6,7
2019-07-08,Ciprofloxacin,9.0,112.5,0.0,0,11.0,11.0,10.5,0.0,0,7
2019-07-09,Ciprofloxacin,17.0,212.5,0.0,0,10.0,11.0,10.357142857142858,0.0,1,7
2019-07-10,Ciprofloxacin,10.0,125.0,0.0,0,8.0,13.0,10.214285714285714,0.0,2,7
2019-07-11,Ciprofloxacin,11.0,137.5,0.0,0,11.0,10.0,10.071428571428571,0.0,3,7
2019-07-12,Ciprofloxacin,12.0,150.0,0.0,0,11.0,8.0,10.071428571428571,0.0,4,7
2019-07-13,Ciprofloxacin,11.0,137.5,0.0,0,4.0,16.0,10.285714285714286,0.0,5,7
2019-07-14,Ciprofloxacin,12.0,150.0,0.0,0,11.0,11.0,10.428571428571429,0.0,6,7
2019-07-15,Ciprofloxacin,10.0,125.0,0.0,0,9.0,6.0,10.571428571428571,0.0,0,7
2019-07-16,Ciprofloxacin,17.0,212.5,0.0,0,17.0,7.0,10.5,0.0,1,7
2019-07-17,Ciprofloxacin,15.0,187.5,0.0,0,10.0,6.0,11.0,0.0,2,7
2019-07-18,Ciprofloxacin,8.0,100.0,0.0,0,11.0,10.0,11.5,0.0,3,7
2019-07-19,Ciprofloxacin,11.0,137.5,0.0,0,12.0,9.0,11.285714285714286,0.0,4,7
2019-07-20,Ciprofloxacin,12.0,150.0,0.0,0,11.0,15.0,11.285714285714286,0.0,5,7
2019-07-21,Ciprofloxacin,10.0,125.0,0.0,0,12.0,8.0,11.857142857142858,0.0,6,7
2019-07-22,Ciprofloxacin,18.0,225.0,0.0,0,10.0,8.0,11.785714285714286,0.0,0,7
2019-07-23,Ciprofloxacin,15.0,187.5,0.0,0,17.0,9.0,12.428571428571429,0.0,1,7
2019-07-24,Ciprofloxacin,7.0,87.5,0.0,0,15.0,11.0,12.285714285714286,0.0,2,7
2019-07-25,Ciprofloxacin,10.0,125.0,0.0,0,8.0,19.0,12.071428571428571,0.0,3,7
2019-07-26,Ciprofloxacin,6.0,75.0,0.0,0,11.0,12.0,12.0,0.0,4,7
2019-07-27,Ciprofloxacin,16.0,200.0,0.0,0,12.0,11.0,11.571428571428571,0.0,5,7
2019-07-28,Ciprofloxacin,13.0,162.5,0.0,0,10.0,9.0,11.928571428571429,0.0,6,7
2019-07-29,Ciprofloxacin,13.0,162.5,0.0,0,18.0,9.0,12.0,0.0,0,7
2019-07-30,Ciprofloxacin,13.0,162.5,0.0,0,15.0,10.0,12.214285714285714,0.0,1,7
2019-07-31,Ciprofloxacin,24.0,300.0,0.0,0,7.0,11.0,11.928571428571429,0.0,2,7
2019-08-01,Ciprofloxacin,9.0,112.5,0.0,0,10.0,10.0,12.571428571428571,0.0,3,8
2019-08-02,Ciprofloxacin,12.0,150.0,0.0,0,6.0,8.0,12.642857142857142,0.0,4,8
2019-08-03,Ciprofloxacin,9.0,112.5,0.0,0,16.0,11.0,12.714285714285714,0.0,5,8
2019-08-04,Ciprofloxacin,9.0,112.5,0.0,0,13.0,11.0,12.5,0.0,6,8
2019-08-05,Ciprofloxacin,13.0,162.5,0.0,0,13.0,4.0,12.428571428571429,0.0,0,8
2019-08-06,Ciprofloxacin,16.0,200.0,0.0,0,13.0,11.0,12.071428571428571,0.0,1,8
2019-08-07,Ciprofloxacin,11.0,137.5,0.0,0,24.0,9.0,12.142857142857142,0.0,2,8
2019-08-08,Ciprofloxacin,12.0,150.0,0.0,0,9.0,17.0,12.428571428571429,0.0,3,8
2019-08-09,Ciprofloxacin,14.0,175.0,0.0,0,12.0,10.0,12.571428571428571,0.0,4,8
2019-08-10,Ciprofloxacin,17.0,212.5,0.0,0,9.0,11.0,13.142857142857142,0.0,5,8
2019-08-11,Ciprofloxacin,13.0,162.5,0.0,0,9.0,12.0,13.214285714285714,0.0,6,8
2019-08-12,Ciprofloxacin,18.0,225.0,0.0,0,13.0,11.0,13.214285714285714,0.0,0,8
2019-08-13,Ciprofloxacin,10.0,125.0,0.0,0,16.0,12.0,13.571428571428571,0.0,1,8
2019-08-14,Ciprofloxacin,10.0,125.0,0.0,0,11.0,10.0,13.357142857142858,0.0,2,8
2019-08-15,Ciprofloxacin,4.0,50.0,0.0,0,12.0,17.0,12.357142857142858,0.0,3,8
2019-08-16,Ciprofloxacin,12.0,150.0,0.0,0,14.0,15.0,12.0,0.0,4,8
2019-08-17,Ciprofloxacin,13.0,162.5,0.0,0,17.0,8.0,12.0,0.0,5,8
2019-08-18,Ciprofloxacin,11.0,137.5,0.0,0,13.0,11.0,12.285714285714286,0.0,6,8
2019-08-19,Ciprofloxacin,11.0,137.5,0.0,0,18.0,12.0,12.428571428571429,0.0,0,8
2019-08-20,Ciprofloxacin,12.0,150.0,0.0,0,10.0,10.0,12.285714285714286,0.0,1,8
2019-08-21,Ciprofloxacin,11.0,137.5,0.0,0,10.0,18.0,12.0,0.0,2,8
2019-08-22,Ciprofloxacin,9.0,112.5,0.0,0,4.0,15.0,12.0,0.0,3,8
2019-08-23,Ciprofloxacin,14.0,175.0,0.0,0,12.0,7.0,11.785714285714286,0.0,4,8
2019-08-24,Ciprofloxacin,11.0,137.5,0.0,0,13.0,10.0,11.785714285714286,0.0,5,8
2019-08-25,Ciprofloxacin,15.0,187.5,0.0,0,11.0,6.0,11.357142857142858,0.0,6,8
2019-08-26,Ciprofloxacin,13.0,162.5,0.0,0,11.0,16.0,11.5,0.0,0,8
2019-08-27,Ciprofloxacin,14.0,175.0,0.0,0,12.0,13.0,11.142857142857142,0.0,1,8
2019-08-28,Ciprofloxacin,13.0,162.5,0.0,0,11.0,13.0,11.428571428571429,0.0,2,8
2019-08-29,Ciprofloxacin,11.0,137.5,0.0,0,9.0,13.0,11.642857142857142,0.0,3,8
2019-08-30,Ciprofloxacin,9.0,112.5,0.0,0,14.0,24.0,12.142857142857142,0.0,4,8
2019-08-31,Ciprofloxacin,10.0,125.0,0.0,0,11.0,9.0,11.928571428571429,0.0,5,8
2019-09-01,Ciprofloxacin,17.0,212.5,0.0,0,15.0,12.0,11.714285714285714,0.0,6,9
2019-09-02,Ciprofloxacin,9.0,112.5,0.0,0,13.0,9.0,12.142857142857142,0.0,0,9
2019-09-03,Ciprofloxacin,11.0,137.5,0.0,0,14.0,9.0,12.0,0.0,1,9
2019-09-04,Ciprofloxacin,9.0,112.5,0.0,0,13.0,13.0,11.928571428571429,0.0,2,9
2019-09-05,Ciprofloxacin,10.0,125.0,0.0,0,11.0,16.0,11.785714285714286,0.0,3,9
2019-09-06,Ciprofloxacin,6.0,75.0,0.0,0,9.0,11.0,11.857142857142858,0.0,4,9
2019-09-07,Ciprofloxacin,18.0,225.0,0.0,0,10.0,12.0,11.285714285714286,0.0,5,9
2019-09-08,Ciprofloxacin,7.0,87.5,0.0,0,17.0,14.0,11.785714285714286,0.0,6,9
2019-09-09,Ciprofloxacin,12.0,150.0,0.0,0,9.0,17.0,11.214285714285714,0.0,0,9
2019-09-10,Ciprofloxacin,10.0,125.0,0.0,0,11.0,13.0,11.142857142857142,0.0,1,9
2019-09-11,Ciprofloxacin,13.0,162.5,0.0,0,9.0,18.0,10.857142857142858,0.0,2,9
2019-09-12,Ciprofloxacin,9.0,112.5,0.0,0,10.0,10.0,10.857142857142858,0.0,3,9
2019-09-13,Ciprofloxacin,13.0,162.5,0.0,0,6.0,10.0,10.714285714285714,0.0,4,9
2019-09-14,Ciprofloxacin,11.0,137.5,0.0,0,18.0,4.0,11.0,0.0,5,9
2019-09-15,Ciprofloxacin,5.0,62.5,0.0,0,7.0,12.0,11.071428571428571,0.0,6,9
2019-09-16,Ciprofloxacin,8.0,100.0,0.0,0,12.0,13.0,10.214285714285714,0.0,0,9
2019-09-17,Ciprofloxacin,13.0,162.5,0.0,0,10.0,11.0,10.142857142857142,0.0,1,9
2019-09-18,Ciprofloxacin,10.0,125.0,0.0,0,13.0,11.0,10.285714285714286,0.0,2,9
2019-09-19,Ciprofloxacin,9.0,112.5,0.0,0,9.0,12.0,10.357142857142858,0.0,3,9
2019-09-20,Ciprofloxacin,14.0,175.0,0.0,0,13.0,11.0,10.285714285714286,0.0,4,9
2019-09-21,Ciprofloxacin,15.0,187.5,0.0,0,11.0,9.0,10.857142857142858,0.0,5,9
2019-09-22,Ciprofloxacin,5.0,62.5,0.0,0,5.0,14.0,10.642857142857142,0.0,6,9
2019-09-23,Ciprofloxacin,10.0,125.0,0.0,0,8.0,11.0,10.5,0.0,0,9
2019-09-24,Ciprofloxacin,13.0,162.5,0.0,0,13.0,15.0,10.357142857142858,0.0,1,9
2019-09-25,Ciprofloxacin,14.0,175.0,0.0,0,10.0,13.0,10.571428571428571,0.0,2,9
2019-09-26,Ciprofloxacin,10.0,125.0,0.0,0,9.0,14.0,10.642857142857142,0.0,3,9
2019-09-27,Ciprofloxacin,14.0,175.0,0.0,0,14.0,13.0,10.714285714285714,0.0,4,9
2019-09-28,Ciprofloxacin,17.0,212.5,0.0,0,15.0,11.0,10.785714285714286,0.0,5,9
2019-09-29,Ciprofloxacin,15.0,187.5,0.0,0,5.0,9.0,11.214285714285714,0.0,6,9
2019-09-30,Ciprofloxacin,9.0,112.5,0.0,0,10.0,10.0,11.928571428571429,0.0,0,9
2019-10-01,Ciprofloxacin,16.0,200.0,0.0,0,13.0,17.0,12.0,0.0,1,10
2019-10-02,Ciprofloxacin,13.0,162.5,0.0,0,14.0,9.0,12.214285714285714,0.0,2,10
2019-10-03,Ciprofloxacin,8.0,100.0,0.0,0,10.0,11.0,12.428571428571429,0.0,3,10
2019-10-04,Ciprofloxacin,11.0,137.5,0.0,0,14.0,9.0,12.357142857142858,0.0,4,10
2019-10-05,Ciprofloxacin,8.0,100.0,0.0,0,17.0,10.0,12.142857142857142,0.0,5,10
2019-10-06,Ciprofloxacin,8.0,100.0,0.0,0,15.0,6.0,11.642857142857142,0.0,6,10
2019-10-07,Ciprofloxacin,10.0,125.0,0.0,0,9.0,18.0,11.857142857142858,0.0,0,10
2019-10-08,Ciprofloxacin,12.0,150.0,0.0,0,16.0,7.0,11.857142857142858,0.0,1,10
2019-10-09,Ciprofloxacin,10.0,125.0,0.0,0,13.0,12.0,11.785714285714286,0.0,2,10
2019-10-10,Ciprofloxacin,14.0,175.0,0.0,0,8.0,10.0,11.5,0.0,3,10
2019-10-11,Ciprofloxacin,12.0,150.0,0.0,0,11.0,13.0,11.785714285714286,0.0,4,10
2019-10-12,Ciprofloxacin,17.0,212.5,0.0,0,8.0,9.0,11.642857142857142,0.0,5,10
2019-10-13,Ciprofloxacin,16.0,200.0,0.0,0,8.0,13.0,11.642857142857142,0.0,6,10
2019-10-14,Ciprofloxacin,13.0,162.5,0.0,0,10.0,11.0,11.714285714285714,0.0,0,10
2019-10-15,Ciprofloxacin,15.0,187.5,0.0,0,12.0,5.0,12.0,0.0,1,10
2019-10-16,Ciprofloxacin,16.0,200.0,0.0,0,10.0,8.0,11.928571428571429,0.0,2,10
2019-10-17,Ciprofloxacin,10.0,125.0,0.0,0,14.0,13.0,12.142857142857142,0.0,3,10
2019-10-18,Ciprofloxacin,12.0,150.0,0.0,0,12.0,10.0,12.285714285714286,0.0,4,10
2019-10-19,Ciprofloxacin,12.0,150.0,0.0,0,17.0,9.0,12.357142857142858,0.0,5,10
2019-10-20,Ciprofloxacin,15.0,187.5,0.0,0,16.0,14.0,12.642857142857142,0.0,6,10
2019-10-21,Ciprofloxacin,10.0,125.0,0.0,0,13.0,15.0,13.142857142857142,0.0,0,10
2019-10-22,Ciprofloxacin,6.0,75.0,0.0,0,15.0,5.0,13.142857142857142,0.0,1,10
2019-10-23,Ciprofloxacin,9.0,112.5,0.0,0,16.0,10.0,12.714285714285714,0.0,2,10
2019-10-24,Ciprofloxacin,10.0,125.0,0.0,0,10.0,13.0,12.642857142857142,0.0,3,10
2019-10-25,Ciprofloxacin,3.0,37.5,0.0,0,12.0,14.0,12.357142857142858,0.0,4,10
2019-10-26,Ciprofloxacin,19.0,237.5,0.0,0,12.0,10.0,11.714285714285714,0.0,5,10
2019-10-27,Ciprofloxacin,16.0,200.0,0.0,0,15.0,14.0,11.857142857142858,0.0,6,10
2019-10-28,Ciprofloxacin,16.0,200.0,0.0,0,10.0,17.0,11.857142857142858,0.0,0,10
2019-10-29,Ciprofloxacin,15.0,187.5,0.0,0,6.0,15.0,12.071428571428571,0.0,1,10
2019-10-30,Ciprofloxacin,14.0,175.0,0.0,0,9.0,9.0,12.071428571428571,0.0,2,10
2019-10-31,Ciprofloxacin,11.0,137.5,0.0,0,10.0,16.0,11.928571428571429,0.0,3,10
2019-11-01,Ciprofloxacin,9.0,112.5,0.0,0,3.0,13.0,12.0,0.0,4,11
2019-11-02,Ciprofloxacin,9.0,112.5,0.0,0,19.0,8.0,11.785714285714286,0.0,5,11
2019-11-03,Ciprofloxacin,14.0,175.0,0.0,0,16.0,11.0,11.571428571428571,0.0,6,11
2019-11-04,Ciprofloxacin,15.0,187.5,0.0,0,16.0,8.0,11.5,0.0,0,11
2019-11-05,Ciprofloxacin,21.0,262.5,0.0,0,15.0,8.0,11.857142857142858,0.0,1,11
2019-11-06,Ciprofloxacin,16.0,200.0,0.0,0,14.0,10.0,12.928571428571429,0.0,2,11
2019-11-07,Ciprofloxacin,8.0,100.0,0.0,0,11.0,12.0,13.428571428571429,0.0,3,11
2019-11-08,Ciprofloxacin,13.0,162.5,0.0,0,9.0,10.0,13.285714285714286,0.0,4,11
2019-11-09,Ciprofloxacin,11.0,137.5,0.0,0,9.0,14.0,14.0,0.0,5,11
2019-11-10,Ciprofloxacin,11.0,137.5,0.0,0,14.0,12.0,13.428571428571429,0.0,6,11
2019-11-11,Ciprofloxacin,13.0,162.5,0.0,0,15.0,17.0,13.071428571428571,0.0,0,11
2019-11-12,Ciprofloxacin,14.0,175.0,0.0,0,21.0,16.0,12.857142857142858,0.0,1,11
2019-11-13,Ciprofloxacin,14.0,175.0,0.0,0,16.0,13.0,12.785714285714286,0.0,2,11
2019-11-14,Ciprofloxacin,6.0,75.0,0.0,0,8.0,15.0,12.785714285714286,0.0,3,11
2019-11-15,Ciprofloxacin,16.0,200.0,0.0,0,13.0,16.0,12.428571428571429,0.0,4,11
2019-11-16,Ciprofloxacin,16.0,200.0,0.0,0,11.0,10.0,12.928571428571429,0.0,5,11
2019-11-17,Ciprofloxacin,11.0,137.5,0.0,0,11.0,12.0,13.428571428571429,0.0,6,11
2019-11-18,Ciprofloxacin,13.0,162.5,0.0,0,13.0,12.0,13.214285714285714,0.0,0,11
2019-11-19,Ciprofloxacin,15.0,187.5,0.0,0,14.0,15.0,13.071428571428571,0.0,1,11
2019-11-20,Ciprofloxacin,14.0,175.0,0.0,0,14.0,10.0,12.642857142857142,0.0,2,11
2019-11-21,Ciprofloxacin,10.0,125.0,0.0,0,6.0,6.0,12.5,0.0,3,11
2019-11-22,Ciprofloxacin,8.0,100.0,0.0,0,16.0,9.0,12.642857142857142,0.0,4,11
2019-11-23,Ciprofloxacin,14.0,175.0,0.0,0,16.0,10.0,12.285714285714286,0.0,5,11
2019-11-24,Ciprofloxacin,18.0,225.0,0.0,0,11.0,3.0,12.5,0.0,6,11
2019-11-25,Ciprofloxacin,9.0,112.5,0.0,0,13.0,19.0,13.0,0.0,0,11
2019-11-26,Ciprofloxacin,16.0,200.0,0.0,0,15.0,16.0,12.714285714285714,0.0,1,11
2019-11-27,Ciprofloxacin,15.0,187.5,0.0,0,14.0,16.0,12.857142857142858,0.0,2,11
2019-11-28,Ciprofloxacin,12.0,150.0,0.0,0,10.0,15.0,12.928571428571429,0.0,3,11
2019-11-29,Ciprofloxacin,8.0,100.0,0.0,0,8.0,14.0,13.357142857142858,0.0,4,11
2019-11-30,Ciprofloxacin,10.0,125.0,0.0,0,14.0,11.0,12.785714285714286,0.0,5,11
2019-12-01,Ciprofloxacin,11.0,137.5,0.0,0,18.0,9.0,12.357142857142858,0.0,6,12
2019-12-02,Ciprofloxacin,7.0,87.5,0.0,0,9.0,9.0,12.357142857142858,0.0,0,12
2019-12-03,Ciprofloxacin,13.0,162.5,0.0,0,16.0,14.0,11.928571428571429,0.0,1,12
2019-12-04,Ciprofloxacin,11.0,137.5,0.0,0,15.0,15.0,11.785714285714286,0.0,2,12
2019-12-05,Ciprofloxacin,13.0,162.5,0.0,0,12.0,21.0,11.571428571428571,0.0,3,12
2019-12-06,Ciprofloxacin,13.0,162.5,0.0,0,8.0,16.0,11.785714285714286,0.0,4,12
2019-12-07,Ciprofloxacin,14.0,175.0,0.0,0,10.0,8.0,12.142857142857142,0.0,5,12
2019-12-08,Ciprofloxacin,13.0,162.5,0.0,0,11.0,13.0,12.142857142857142,0.0,6,12
2019-12-09,Ciprofloxacin,13.0,162.5,0.0,0,7.0,11.0,11.785714285714286,0.0,0,12
2019-12-10,Ciprofloxacin,13.0,162.5,0.0,0,13.0,11.0,12.071428571428571,0.0,1,12
2019-12-11,Ciprofloxacin,13.0,162.5,0.0,0,11.0,13.0,11.857142857142858,0.0,2,12
2019-12-12,Ciprofloxacin,13.0,162.5,0.0,0,13.0,14.0,11.714285714285714,0.0,3,12
2019-12-13,Ciprofloxacin,10.0,125.0,0.0,0,13.0,14.0,11.785714285714286,0.0,4,12
2019-12-14,Ciprofloxacin,16.0,200.0,0.0,0,14.0,6.0,11.928571428571429,0.0,5,12
2019-12-15,Ciprofloxacin,10.0,125.0,0.0,0,13.0,16.0,12.357142857142858,0.0,6,12
2019-12-16,Ciprofloxacin,8.0,100.0,0.0,0,13.0,16.0,12.285714285714286,0.0,0,12
2019-12-17,Ciprofloxacin,14.0,175.0,0.0,0,13.0,11.0,12.357142857142858,0.0,1,12
2019-12-18,Ciprofloxacin,18.0,225.0,0.0,0,13.0,13.0,12.428571428571429,0.0,2,12
2019-12-19,Ciprofloxacin,14.0,175.0,0.0,0,13.0,15.0,12.928571428571429,0.0,3,12
2019-12-20,Ciprofloxacin,5.0,62.5,0.0,0,10.0,14.0,13.0,0.0,4,12
2019-12-21,Ciprofloxacin,12.0,150.0,0.0,0,16.0,10.0,12.428571428571429,0.0,5,12
2019-12-22,Ciprofloxacin,11.0,137.5,0.0,0,10.0,8.0,12.285714285714286,0.0,6,12
2019-12-23,Ciprofloxacin,13.0,162.5,0.0,0,8.0,14.0,12.142857142857142,0.0,0,12
2019-12-24,Ciprofloxacin,8.0,100.0,0.0,0,14.0,18.0,12.142857142857142,0.0,1,12
2019-12-25,Ciprofloxacin,14.0,175.0,0.0,0,18.0,9.0,11.785714285714286,0.0,2,12
2019-12-26,Ciprofloxacin,11.0,137.5,0.0,0,14.0,16.0,11.857142857142858,0.0,3,12
2019-12-27,Ciprofloxacin,18.0,225.0,0.0,0,5.0,15.0,11.714285714285714,0.0,4,12
2019-12-28,Ciprofloxacin,8.0,100.0,0.0,0,12.0,12.0,12.285714285714286,0.0,5,12
2019-12-29,Ciprofloxacin,16.0,200.0,0.0,0,11.0,8.0,11.714285714285714,0.0,6,12
2019-12-30,Ciprofloxacin,16.0,200.0,0.0,0,13.0,10.0,12.142857142857142,0.0,0,12
2019-12-31,Ciprofloxacin,13.0,162.5,0.0,0,8.0,11.0,12.714285714285714,0.0,1,12
2020-01-01,Ciprofloxacin,6.0,75.0,0.0,0,14.0,7.0,12.642857142857142,0.0,2,1
2020-01-02,Ciprofloxacin,17.0,212.5,0.0,0,11.0,13.0,11.785714285714286,0.0,3,1
2020-01-03,Ciprofloxacin,7.0,87.5,0.0,0,18.0,11.0,12.0,0.0,4,1
2020-01-04,Ciprofloxacin,4.0,50.0,0.0,0,8.0,13.0,12.142857142857142,0.0,5,1
2020-01-05,Ciprofloxacin,9.0,112.5,0.0,0,16.0,13.0,11.571428571428571,0.0,6,1
2020-01-06,Ciprofloxacin,11.0,137.5,0.0,0,16.0,14.0,11.428571428571429,0.0,0,1
2020-01-07,Ciprofloxacin,15.0,187.5,0.0,0,13.0,13.0,11.285714285714286,0.0,1,1
2020-01-08,Ciprofloxacin,4.0,50.0,0.0,0,6.0,13.0,11.785714285714286,0.0,2,1
2020-01-09,Ciprofloxacin,10.0,125.0,0.0,0,17.0,13.0,11.071428571428571,0.0,3,1
2020-01-10,Ciprofloxacin,9.0,112.5,0.0,0,7.0,13.0,11.0,0.0,4,1
2020-01-11,Ciprofloxacin,14.0,175.0,0.0,0,4.0,13.0,10.357142857142858,0.0,5,1
2020-01-12,Ciprofloxacin,17.0,212.5,0.0,0,9.0,10.0,10.785714285714286,0.0,6,1
2020-01-13,Ciprofloxacin,9.0,112.5,0.0,0,11.0,16.0,10.857142857142858,0.0,0,1
2020-01-14,Ciprofloxacin,13.0,162.5,0.0,0,15.0,10.0,10.357142857142858,0.0,1,1
2020-01-15,Ciprofloxacin,14.0,175.0,0.0,0,4.0,8.0,10.357142857142858,0.0,2,1
2020-01-16,Ciprofloxacin,18.0,225.0,0.0,0,10.0,14.0,10.928571428571429,0.0,3,1
2020-01-17,Ciprofloxacin,5.0,62.5,0.0,0,9.0,18.0,11.0,0.0,4,1
2020-01-18,Ciprofloxacin,10.0,125.0,0.0,0,14.0,14.0,10.857142857142858,0.0,5,1
2020-01-19,Ciprofloxacin,10.0,125.0,0.0,0,17.0,5.0,11.285714285714286,0.0,6,1
2020-01-20,Ciprofloxacin,14.0,175.0,0.0,0,9.0,12.0,11.357142857142858,0.0,0,1
2020-01-21,Ciprofloxacin,12.0,150.0,0.0,0,13.0,11.0,11.571428571428571,0.0,1,1
2020-01-22,Ciprofloxacin,15.0,187.5,0.0,0,14.0,13.0,11.357142857142858,0.0,2,1
2020-01-23,Ciprofloxacin,17.0,212.5,0.0,0,18.0,8.0,12.142857142857142,0.0,3,1
2020-01-24,Ciprofloxacin,9.0,112.5,0.0,0,5.0,14.0,12.642857142857142,0.0,4,1
2020-01-25,Ciprofloxacin,14.0,175.0,0.0,0,10.0,11.0,12.642857142857142,0.0,5,1
2020-01-26,Ciprofloxacin,13.0,162.5,0.0,0,10.0,18.0,12.642857142857142,0.0,6,1
2020-01-27,Ciprofloxacin,10.0,125.0,0.0,0,14.0,8.0,12.357142857142858,0.0,0,1
2020-01-28,Ciprofloxacin,12.0,150.0,0.0,0,12.0,16.0,12.428571428571429,0.0,1,1
2020-01-29,Ciprofloxacin,8.0,100.0,0.0,0,15.0,16.0,12.357142857142858,0.0,2,1
2020-01-30,Ciprofloxacin,21.0,262.5,0.0,0,17.0,13.0,11.928571428571429,0.0,3,1
2020-01-31,Ciprofloxacin,8.0,100.0,0.0,0,9.0,6.0,12.142857142857142,0.0,4,1
2020-02-01,Ciprofloxacin,25.0,312.5,0.0,0,14.0,17.0,12.357142857142858,0.0,5,2
2020-02-02,Ciprofloxacin,10.0,125.0,0.0,0,13.0,7.0,13.428571428571429,0.0,6,2
2020-02-03,Ciprofloxacin,20.0,250.0,0.0,0,10.0,4.0,13.428571428571429,0.0,0,2
2020-02-04,Ciprofloxacin,17.0,212.5,0.0,0,12.0,9.0,13.857142857142858,0.0,1,2
2020-02-05,Ciprofloxacin,8.0,100.0,0.0,0,8.0,11.0,14.214285714285714,0.0,2,2
2020-02-06,Ciprofloxacin,9.0,112.5,0.0,0,21.0,15.0,13.714285714285714,0.0,3,2
2020-02-07,Ciprofloxacin,13.0,162.5,0.0,0,8.0,4.0,13.142857142857142,0.0,4,2
2020-02-08,Ciprofloxacin,8.0,100.0,0.0,0,25.0,10.0,13.428571428571429,0.0,5,2
2020-02-09,Ciprofloxacin,13.0,162.5,0.0,0,10.0,9.0,13.0,0.0,6,2
2020-02-10,Ciprofloxacin,14.0,175.0,0.0,0,20.0,14.0,13.0,0.0,0,2
2020-02-11,Ciprofloxacin,20.0,250.0,0.0,0,17.0,17.0,13.285714285714286,0.0,1,2
2020-02-12,Ciprofloxacin,7.0,87.5,0.0,0,8.0,9.0,13.857142857142858,0.0,2,2
